Column1,Column2,Column3,Column4,部位,症狀
 天氣悶熱汗臭、體味重？4大穴道清熱除臭！,https://heho.com.tw/archives/82545,https://heho.com.tw/wp-content/uploads/2020/05/01dd4ca39e3ab0f877910affd5b2e79f.png,"['熱', '汗臭', '體味重', '清熱']",全身,汗臭
 按摩6穴道，調理自律神經不失調,https://heho.com.tw/archives/24458,https://heho.com.tw/wp-content/uploads/2018/10/按摩6穴道_調理自律神經不失調.png,['自律神經'],神經,自律神經失調
 「自律神經失調」會好嗎？這四穴位平衡身心靈,https://heho.com.tw/archives/265495,https://heho.com.tw/wp-content/uploads/2023/03/1677825613.1156.jpg,"['自律神經失調', '平衡身心靈']",神經,自律神經失調
 改善自律神經失調，４穴道啟動自癒力,https://heho.com.tw/archives/246433,https://heho.com.tw/wp-content/uploads/2022/10/1666246770.8593.png,['自律神經失調'],神經,自律神經失調
 溫差大自律神經易失調！按摩４穴道助平衡,https://heho.com.tw/archives/145158,https://heho.com.tw/wp-content/uploads/2020/10/6446d860dbbfe540e9e2cbab5f98f1e3-31.png,['自律神經易失調'],神經,自律神經失調
 按穴道防血栓，４個穴道幫助活血化瘀,https://heho.com.tw/archives/165792,https://heho.com.tw/wp-content/uploads/2021/03/1615966003.175.png,"['血栓', '活血化瘀']",血管,血栓
 穩定血糖不飆升，5 個控糖穴道必收藏！,https://heho.com.tw/archives/76552,https://heho.com.tw/wp-content/uploads/2020/03/e6c328ff2c06a935e80d2bf2c6062769.png,"['穩定血糖', '控糖']",,血糖
 溫差大要當「心」，按摩穴道穩血壓防疾病,https://heho.com.tw/archives/59883,https://heho.com.tw/wp-content/uploads/2019/11/20191119-溫差大要當「心」，按摩穴道穩血壓防疾病.png,"['血壓', '防疾病']",血管,血壓
 降低血壓從頭到腳，不可不知5大穴道！,https://heho.com.tw/archives/18849,https://heho.com.tw/wp-content/uploads/2018/07/降低血壓從頭到腳，不可不知5大穴道！-01.png,"['血壓', '腳']",血管,血壓
 春天養肝最好，4個穴道提升免疫力,https://heho.com.tw/archives/8854,https://heho.com.tw/wp-content/uploads/2018/03/春天養肝，4穴道補氣防病-01.png,"['春天', '養肝', '提升免疫力']",肝,免疫力
 2招穴道按摩，提升孩子免疫力防過敏,https://heho.com.tw/archives/136701,https://heho.com.tw/wp-content/uploads/2020/09/b42c316d9bc18f4ae503d76c05acfa46.png,"['免疫力', '防過敏']",全身,免疫力
 啟動身體免疫力！5個穴道解決身體小毛病,https://heho.com.tw/archives/65873,https://heho.com.tw/wp-content/uploads/2020/01/啟動身體免疫力5個穴道解決身體小毛病.png,"['身體', '免疫力', '身體']",全身,免疫力
 對抗流感，常按４穴道提升免疫力！,https://heho.com.tw/archives/64156,https://heho.com.tw/wp-content/uploads/2020/01/對抗流感，常按4穴道提升免疫力.png,"['流感', '提升免疫力']",全身,免疫力
 夏季預防冷氣病，勤按4穴道提升免疫力!,https://heho.com.tw/archives/89465,https://heho.com.tw/wp-content/uploads/2020/07/4699c31f83ff29f99d48232f9eedee5f.png,"['夏季', '預防', '冷氣病', '提升免疫力']",全身,免疫力
 更年期困擾，8穴道助緩解!,https://heho.com.tw/archives/13354,https://heho.com.tw/wp-content/uploads/2018/05/更年期困擾，8穴道緩解-01.png,['更年期'],身心,更年期
 【Heho微動畫】爸媽必備育兒照護技能！透過穴位按摩緩解孩子7大常見不適,https://heho.com.tw/archives/149541,https://heho.com.tw/wp-content/uploads/2020/12/273ca3f79ae5b2e5dac1897b7f03fff5.png,['育兒'],,育兒
 足底筋膜炎總讓你「寸步難行」？中醫推薦按摩 6 穴位助解痛,https://heho.com.tw/archives/259487,https://heho.com.tw/wp-content/uploads/2023/01/1673862536.3145.jpg,['足底筋膜炎'],下肢,足底筋膜炎
 防疫生活對策 / 疫情期間身體疲勞卻又睡不著？按摩６穴道助安神鎮靜、放鬆身心,https://heho.com.tw/archives/169081,https://heho.com.tw/wp-content/uploads/2021/04/1618986955.3059.png,"['防疫生活', '疫情', '身體疲勞', '睡不著', '安神鎮靜', '放鬆身心']",身心,放鬆
 6大穴位讓你肩頸放鬆又能豐胸！,https://heho.com.tw/archives/9983,https://heho.com.tw/wp-content/uploads/2018/03/豐胸-01.jpg,"['肩頸放鬆', '豐胸']","頸部,肩頸",肩頸痠痛
 對付肩頸痠痛，按摩４個穴道馬上見效！,https://heho.com.tw/archives/69039,https://heho.com.tw/wp-content/uploads/2020/02/對付肩頸痠痛，4個穴道馬上見效-01.png,['肩頸痠痛'],"頸部,肩頸",肩頸痠痛
 舒緩肩頸酸痛的重要穴位,https://heho.com.tw/archives/1523,https://heho.com.tw/wp-content/uploads/2017/10/舒緩-01.jpg,['肩頸酸痛'],"頸部,肩頸",肩頸痠痛
 解便秘這招有效！4 個實用通便穴道按摩,https://heho.com.tw/archives/40513,https://heho.com.tw/wp-content/uploads/2019/03/解便秘這招有效！4個實用通便穴位_01.png,"['便秘', '通便']",,便秘
 5大生髮穴道，強健頭皮助頭髮生長,https://heho.com.tw/archives/128855,https://heho.com.tw/wp-content/uploads/2020/08/52484f6d0aadf36a1ab2bd6200bd4c3f.png,"['生髮', '強健頭皮', '頭髮生長']",頭部,保健
 止咳四穴道，急性和久咳都適用！,https://heho.com.tw/archives/9166,https://heho.com.tw/wp-content/uploads/2018/03/止咳穴位-01.jpg,"['止咳', '久咳']",喉嚨,咳嗽
 夜咳、有痰可能是肺臟太濕了，快按５穴位讓濕氣退散！,https://heho.com.tw/archives/57355,https://heho.com.tw/wp-content/uploads/2018/12/除濕穴道-01.png,"['夜咳', '痰', '肺臟', '濕', '濕氣']",肺,咳嗽
 夜咳、有痰可能是肺臟太濕了，快按５穴位讓濕氣退散！,https://heho.com.tw/archives/33746,https://heho.com.tw/wp-content/uploads/2018/12/除濕穴道-01.png,"['夜咳', '痰', '肺臟', '濕', '濕氣']",肺,咳嗽
 按這四大穴位，改善「胃食道逆流」！,https://heho.com.tw/archives/270648,https://heho.com.tw/wp-content/uploads/2023/04/1681292928.8434.jpg,['胃食道逆流'],胃,胃食道逆流
 健康保「胃」戰！術養穴道，胃病不上門,https://heho.com.tw/archives/15088,https://heho.com.tw/wp-content/uploads/2018/06/健康保胃戰術養穴道不讓胃病找上門-2.png,"['胃', '胃病']",胃,胃病
 跑步跑到胃痛！快按這３大穴位速緩解,https://heho.com.tw/archives/40039,https://heho.com.tw/wp-content/uploads/2019/02/跑步胃抽筋穴位-01.png,['胃痛'],胃,胃痛
 脹氣、胃痛、消化不良？按4穴道顧胃養好身,https://heho.com.tw/archives/53194,https://heho.com.tw/wp-content/uploads/2019/07/脹氣、胃痛、消化不良？按4穴道來顧胃養好胃_01.png,"['脹氣', '胃痛', '消化不良', '胃']",胃,胃痛
 食慾不振又反胃，５個穴位按出好胃口！,https://heho.com.tw/archives/142915,https://heho.com.tw/wp-content/uploads/2020/10/6446d860dbbfe540e9e2cbab5f98f1e3-15.png,['食慾不振'],胃,食慾不振
 消化不良怎麼辦？按４穴道腸胃暢通不塞車,https://heho.com.tw/archives/161185,https://heho.com.tw/wp-content/uploads/2021/02/1612427911.4431.png,"['消化不良', '腸胃']",胃,消化
 按對穴道，改善消化道大小毛病,https://heho.com.tw/archives/163086,https://heho.com.tw/wp-content/uploads/2021/02/1613985233.2117.png,['消化道'],胃,消化
 趕走慢性疲勞，常揉 6 穴道,https://heho.com.tw/archives/180695,https://heho.com.tw/wp-content/uploads/2021/06/1625043215.7719.png,['慢性疲勞'],全身,疲勞
 按摩這三組穴位可有效紓解「慢性疲勞症候群」,https://heho.com.tw/archives/267950,https://heho.com.tw/wp-content/uploads/2023/03/1679648895.1824.jpg,['慢性疲勞症候群'],全身,疲勞
 年長者眼茫茫，舒緩疲勞眼，按壓４穴位,https://heho.com.tw/archives/21863,https://heho.com.tw/wp-content/uploads/2018/09/舒緩眼睛穴位-01.jpg,"['眼', '疲勞眼']","臉部,眼睛",疲勞眼
 活血關節通！3黃金穴道緩解膝蓋痠痛,https://heho.com.tw/archives/176498,https://heho.com.tw/wp-content/uploads/2021/06/1622534814.0729.png,"['膝蓋', '痠痛']",膝蓋,疼痛
 運動後膝蓋痛？４個穴道保養膝蓋緩解不適,https://heho.com.tw/archives/184876,https://heho.com.tw/wp-content/uploads/2021/07/1627456887.1039.png,"['膝蓋痛', '保養', '膝蓋']",膝蓋,疼痛
 膝蓋痛又無力？快按４穴道活絡氣血護膝蓋,https://heho.com.tw/archives/43890,https://heho.com.tw/wp-content/uploads/2019/03/膝蓋痛又無力４穴道活絡氣血護膝蓋.png,"['膝蓋痛', '活絡氣血', '膝蓋']",膝蓋,疼痛
 全身各種疼痛，6穴道對症來解,https://heho.com.tw/archives/63109,https://heho.com.tw/wp-content/uploads/2020/01/全身各種疼痛，6穴道對症來解.png,['全身'],全身,疼痛
 急救保命必收藏！身體的６大急救穴道,https://heho.com.tw/archives/90853,https://heho.com.tw/wp-content/uploads/2020/07/87c973f539e03655d87091d1e41e1161.png,"['急救', '身體', '急救']",全身,疼痛
 按這５穴道　腰、膝蓋痛、便祕一次改善,https://heho.com.tw/archives/18363,https://heho.com.tw/wp-content/uploads/2018/07/穴道.jpg,"['膝蓋痛', '便祕']",膝蓋,"疼痛,便祕"
 胸悶Get Out！4穴道讓你『解悶』，大口呼吸,https://heho.com.tw/archives/9421,https://heho.com.tw/wp-content/uploads/2018/03/胸悶穴道-01.jpg,['胸悶'],胸部,胸悶
 痰濕讓人長痘、胸悶、水腫！3穴道健脾化濕,https://heho.com.tw/archives/85812,https://heho.com.tw/wp-content/uploads/2020/06/1627457142.0739.png,"['痰', '濕', '長痘', '胸悶', '水腫', '健脾', '化濕']",胸部,"胸悶,痘痘"
 中醫治療脂肪肝 3種類型按摩穴道來調理,https://heho.com.tw/archives/57554,https://heho.com.tw/wp-content/uploads/2019/10/中醫治療脂肪肝，3種類型按摩穴道來調理.png,['脂肪肝'],肝,脂肪肝
 眼睛陷『荒漠』危機！６大穴位按摩改善乾眼症,https://heho.com.tw/archives/24474,https://heho.com.tw/wp-content/uploads/2018/10/乾眼症穴位-01.jpg,"['眼睛', '乾眼症']","臉部,眼睛",乾眼症
 私密處搔癢、分泌物多？按 4 穴道遠離婦科困擾,https://heho.com.tw/archives/171406,https://heho.com.tw/wp-content/uploads/2021/06/1620792691.9009.png,"['分泌物多', '婦科']",私密處,婦科
 女性不可不知，平衡荷爾蒙黃金4穴位!,https://heho.com.tw/archives/12003,https://heho.com.tw/wp-content/uploads/2018/04/女性不可不知4穴位，術養平衡荷爾蒙-01-e1524032220787.png,"['女性', '荷爾蒙']",,婦科
 孕吐、水腫又抽筋， 6 穴道緩解懷孕不適,https://heho.com.tw/archives/164832,https://heho.com.tw/wp-content/uploads/2021/03/1615360135.1204.png,"['孕吐', '水腫', '懷孕不適']",,婦科
 擔心母奶量不足？6 穴位幫助發奶更順利,https://heho.com.tw/archives/206460,https://heho.com.tw/wp-content/uploads/2022/02/1644564116.0561.png,['母奶量不足'],,婦科
 有催生作用！懷孕時不能碰這６個按摩穴位,https://heho.com.tw/archives/39924,https://heho.com.tw/wp-content/uploads/2019/02/懷孕不能按的穴道-01.png,['懷孕'],,婦科
 月經不順常遲到？4 穴道調經順氣血,https://heho.com.tw/archives/170614,https://heho.com.tw/wp-content/uploads/2021/05/1627456380.7301.png,"['月經不順', '調經', '順氣血']",,"婦科,經痛"
 經前症候群好不舒服？按通４穴位舒緩不適,https://heho.com.tw/archives/165876,https://heho.com.tw/wp-content/uploads/2021/03/1615968479.5173.png,['經前症候群'],,"婦科,經痛"
 緩解經痛4穴位,https://heho.com.tw/archives/1557,https://heho.com.tw/wp-content/uploads/2017/10/緩解經痛4穴位-2-01.png,['經痛'],,"婦科,經痛"
 頭皮屑多又頻掉髮？5穴道對付頭髮煩惱,https://heho.com.tw/archives/58948,https://heho.com.tw/wp-content/uploads/2019/10/20191030-頭皮屑多又頻掉髮？對付頭髮煩惱5穴道.png,"['頭皮屑', '掉髮', '頭髮']",頭部,掉髮
 人體５大器官排毒穴道,https://heho.com.tw/archives/15237,https://heho.com.tw/wp-content/uploads/2018/06/內臟排毒穴道-01.jpg,['排毒'],全身,排毒
 止癢不用抓!異位性皮膚炎，按穴道也有效,https://heho.com.tw/archives/15828,https://heho.com.tw/wp-content/uploads/2018/06/止癢不用抓！異位性皮膚炎，按穴道也有效-01.png,"['止癢', '異位性皮膚炎']",皮膚,異位性皮膚炎
 居家辦公 / 上班族必備！眼睛疲勞、肩頸僵硬，按手部穴道就搞定,https://heho.com.tw/archives/59558,https://heho.com.tw/wp-content/uploads/2019/11/20191112-上班族必備！眼睛疲勞、肩頸僵硬，按手部穴道就搞定.png,"['眼睛疲勞', '肩頸僵硬']","臉部,眼睛",眼睛疲勞
 提神醒腦必備４大穴道,https://heho.com.tw/archives/240060,https://heho.com.tw/wp-content/uploads/2022/09/1662967211.1026.png,"['提神', '醒腦']",身心,提神
 按這5穴道，讓你精神百倍身體好,https://heho.com.tw/archives/10470,https://heho.com.tw/wp-content/uploads/2018/03/春睏提神-01.jpg,"['精神百倍', '身體好']",身心,提神
 容易恐慌又焦慮！快按５穴位　ＫＯ緊繃狀態！,https://heho.com.tw/archives/23716,https://heho.com.tw/wp-content/uploads/2018/10/舒緩恐慌焦慮的穴道-01.jpg,"['恐慌', '焦慮']",身心,焦慮
 緩解焦慮不安，5 穴道提升心靈自癒力,https://heho.com.tw/archives/74460,https://heho.com.tw/wp-content/uploads/2020/03/f3884b36e6e1371b4527ce87ab6c6c2b.png,"['焦慮不', '提升心靈']",身心,焦慮
 坐立難安好煩躁？按摩穴道疏肝理氣遠焦慮,https://heho.com.tw/archives/25066,https://heho.com.tw/wp-content/uploads/2018/10/坐立難安好煩躁-按摩穴位疏肝理氣遠焦慮-02.png,"['煩躁', '疏肝', '焦慮']",身心,焦慮
 壓力大、心情差讓你肝脾失和，按6穴道遠離他,https://heho.com.tw/archives/13591,https://heho.com.tw/wp-content/uploads/2018/05/壓力大-心情差讓你肝脾失和，按6穴道遠離他-1.png,"['壓力大', '心情差', '肝']",身心,焦慮
 按穴道也能消痘痘，4種類型「痘」有效！,https://heho.com.tw/archives/54400,https://heho.com.tw/wp-content/uploads/2019/08/按穴道也能消痘痘，4種類型「痘」有效-1.png,['痘痘'],皮膚,痘痘
 打通經絡　痠痛不在！６個治痠痛穴道，肩頸腰痠一次Ｋ.Ｏ,https://heho.com.tw/archives/40602,https://heho.com.tw/wp-content/uploads/2019/03/舒緩肩頸痠痛的自癒點2.png,"['通經絡', '痠痛', '痠痛', '肩頸腰痠']",全身,痠痛
 ４大穴道解痠痛，打掃不再腰痠背痛！,https://heho.com.tw/archives/63507,https://heho.com.tw/wp-content/uploads/2020/01/4大穴道解痠痛打掃不再腰痠背痛-2.png,"['痠痛', '腰痠背痛']",全身,痠痛
 運動後鐵腿，按摩 4 穴道助緩解,https://heho.com.tw/archives/156385,https://heho.com.tw/wp-content/uploads/2021/01/1609820136.3791.png,['鐵腿'],下肢,痠痛
 吃太飽胃脹、消化不良？按４個穴道助消化,https://heho.com.tw/archives/63461,https://heho.com.tw/wp-content/uploads/2018/02/4穴道3分鐘KO胃脹消化不良.png,"['吃太飽', '胃脹', '消化不良', '助消化']",胃,脹氣
 聚餐吃太飽胃脹氣？５穴位快速緩解脹氣、胃不適,https://heho.com.tw/archives/37902,https://heho.com.tw/wp-content/uploads/2019/01/消除胃脹氣穴道.png,"['吃太飽', '胃脹氣', '脹氣', '胃不適']",胃,脹氣
 吃太飽不舒服，按4個穴道KO脹氣、消化不良,https://heho.com.tw/archives/8285,https://heho.com.tw/wp-content/uploads/2018/02/4穴道3分鐘KO胃脹消化不良.png,"['吃太飽', '脹氣', '消化不良']",胃,脹氣
 一指搞定腸胃問題！4穴道解胃痛、消脹氣,https://heho.com.tw/archives/190917,https://heho.com.tw/wp-content/uploads/2021/09/1632734126.2567.png,"['腸胃', '胃痛', '脹氣']",胃,脹氣
 擊退黑眼圈，中醫教你按 6 穴道！,https://heho.com.tw/archives/56654,https://heho.com.tw/wp-content/uploads/2019/09/擊退黑眼圈，中醫教你按6穴道！.png,['黑眼圈'],"臉部,眼睛",黑眼圈
 感冒好難受，按７穴道止咳化痰、通鼻塞,https://heho.com.tw/archives/7526,https://heho.com.tw/wp-content/uploads/2018/01/按摩7穴道，化痰止咳通鼻塞_過年版.png,"['感冒', '止咳', '化痰', '鼻塞']",,感冒
 氣溫忽高忽低，按４穴道防感冒,https://heho.com.tw/archives/197867,https://heho.com.tw/wp-content/uploads/2021/12/1638342307.2539.png,['感冒'],,感冒
 感冒用穴道大全，不適症狀按一按都舒緩,https://heho.com.tw/archives/27098,https://heho.com.tw/wp-content/uploads/2018/11/感冒用穴道大全，不適症狀按一按都舒緩-01.png,['感冒'],,感冒
 孩子發燒感冒，按摩２穴道有助退熱止咳,https://heho.com.tw/archives/147206,https://heho.com.tw/wp-content/uploads/2020/11/7da635444a82c0ab1bfd9717da62101e.png,"['發燒', '感冒', '退熱', '止咳']",,"感冒,發燒"
 6個穴道助代謝，脂肪不囤積!,https://heho.com.tw/archives/8400,https://heho.com.tw/wp-content/uploads/2018/02/不讓年貨囤積，6招提升代謝-01.png,"['代謝', '脂肪']",全身,新陳代謝
 放假吃太多？4消脂穴道，促進循環代謝,https://heho.com.tw/archives/205888,https://heho.com.tw/wp-content/uploads/2022/02/1644306661.9135.png,"['消脂', '促進循環代謝']",全身,新陳代謝
 ８穴道提升代謝、除脂肪！讓你年後不發胖,https://heho.com.tw/archives/37908,https://heho.com.tw/wp-content/uploads/2019/01/助代謝穴道-01.png,"['提升代謝', '脂肪', '不發胖']",全身,新陳代謝
 暈車按摩５穴道，放假出遊不掃興！,https://heho.com.tw/archives/63323,https://heho.com.tw/wp-content/uploads/2020/01/過年稿-暈車按摩５穴道，放假出遊不掃興！.png,['暈車'],頭部,暈車
 暈車按穴道有解，不讓出遊好掃興,https://heho.com.tw/archives/8305,https://heho.com.tw/wp-content/uploads/2019/10/暈車按穴道有解，不讓出遊好掃興-01.png,['暈車'],頭部,暈車
 手腕痛又麻？按摩４穴道緩解「滑鼠手」疼痛,https://heho.com.tw/archives/183035,https://heho.com.tw/wp-content/uploads/2021/07/1626247539.8463.png,"['手腕', '滑鼠手']","上肢,手腕",滑鼠手
 按這些穴位就對了！幫助降低你的腦中風危機,https://heho.com.tw/archives/3858,https://heho.com.tw/wp-content/uploads/2017/12/術養穴位降低腦中風危機-01.jpg,['腦中風'],腦部,腦中風
 腳麻動不了嗎？３個急救穴位，即按即舒緩！,https://heho.com.tw/archives/29020,https://heho.com.tw/wp-content/uploads/2018/11/腿麻穴道-01.png,"['腳麻', '急救']",下肢,腳麻
 腸胃炎上吐下瀉好困擾！手腳２穴位緩解不適感,https://heho.com.tw/archives/256044,https://heho.com.tw/wp-content/uploads/2022/12/1671604612.7452.png,"['腸胃炎', '吐', '手', '腳']","胃,腸",腸胃炎
 腸躁症讓人便秘又腹瀉！中醫教你4穴位遠離它,https://heho.com.tw/archives/45938,https://heho.com.tw/wp-content/uploads/2019/04/腸躁症又便秘又腹瀉！中醫教你4穴位遠離它_01.png,"['腸躁症', '便秘']","胃,腸",腸胃炎
 一睡醒就落枕！４個穴位緩解疼痛,https://heho.com.tw/archives/89593,https://heho.com.tw/wp-content/uploads/2020/07/1a73ace29d55d38194d4adeea8e8a001.png,['落枕'],頸部,落枕
 鼻子又不舒服了嗎 ?按摩這些穴位改善過敏鼻,https://heho.com.tw/archives/3980,https://heho.com.tw/wp-content/uploads/2017/12/術養四穴位，緩解鼻過敏-01.jpg,"['鼻子', '過敏鼻']",臉部,過敏
 過敏性鼻炎多氣虛，3類型按穴道補氣抗過敏,https://heho.com.tw/archives/131199,https://heho.com.tw/wp-content/uploads/2020/08/0a0279e87a77847a4a5bd6dec984545b.png,"['過敏性鼻炎', '氣虛', '補氣', '抗過敏']",臉部,鼻炎
 嘴破怎麼辦？４穴道消炎解痛更快好,https://heho.com.tw/archives/57857,https://heho.com.tw/wp-content/uploads/2019/10/嘴破怎麼辦？4穴道消炎解痛更快好.png,"['嘴破', '消炎']",臉部,嘴破
 按摩４個穴道，化解憂鬱不煩燥,https://heho.com.tw/archives/47817,https://heho.com.tw/wp-content/uploads/2019/04/心情鬱悶、煩躁，按摩4穴道理氣化憂鬱！-01.png,"['憂鬱', '煩燥']",身心,憂鬱
 心情鬱悶也可以看中醫！3 心法 2 穴位讓你變開心,https://heho.com.tw/archives/249444,https://heho.com.tw/wp-content/uploads/2022/11/1667809861.095.png,"['心情', '鬱悶']",身心,"憂鬱,鬱悶"
 按壓這 4 穴位安定心神、疏肝解鬱又「養肝」,https://heho.com.tw/archives/259008,https://heho.com.tw/wp-content/uploads/2023/01/1674102709.1738.jpg,"['安定心神', '疏肝', '解鬱', '養肝']",身心,"憂鬱,鬱悶"
 你該知道耳朵上的瘦身穴道,https://heho.com.tw/archives/8487,https://heho.com.tw/wp-content/uploads/2018/02/按耳朵就能瘦.png,"['耳朵', '瘦身']",全身,瘦身
 按穴道通經活絡，打造出易瘦體質,https://heho.com.tw/archives/50437,https://heho.com.tw/wp-content/uploads/2019/05/按穴道通經活絡，打造出易瘦體質-01.png,"['通經', '易瘦體質']",全身,瘦身
 瘦小腹必備！６大減脂穴道改善代謝,https://heho.com.tw/archives/226806,https://heho.com.tw/wp-content/uploads/2022/06/1655891571.912.png,"['瘦小腹', '減脂', '改善代謝']",全身,瘦身
 瘦身４穴道促進代謝，打造易瘦體質,https://heho.com.tw/archives/179059,https://heho.com.tw/wp-content/uploads/2021/06/1624000421.3723.png,"['瘦身', '促進代謝', '易瘦體質']",全身,瘦身
 瘦身必備！５個重點穴道從頭瘦到腳,https://heho.com.tw/archives/81652,https://heho.com.tw/wp-content/uploads/2020/05/a0b03459f9421508b70eb2a1f55c8266.png,"['瘦身', '腳']",全身,瘦身
 ２飲食＋４穴道，讓你烏髮又健髮！,https://heho.com.tw/archives/14835,https://heho.com.tw/wp-content/uploads/2018/06/掉髮穴道-01.jpg,['健髮'],頭部,養生
 對抗掉髮、禿頭危機，就按摩6穴道保養頭皮,https://heho.com.tw/archives/26175,https://heho.com.tw/wp-content/uploads/2018/10/對抗掉髮、禿頭危機，用6穴道保養頭皮-01.png,"['掉髮', '禿頭', '保養頭皮']",頭部,養生
 小雪養生穴道，養腎防寒又防病,https://heho.com.tw/archives/146727,https://heho.com.tw/wp-content/uploads/2020/11/6446d860dbbfe540e9e2cbab5f98f1e3-18.png,"['小雪', '養生', '養腎', '防寒', '防病']",腎,養生
 冬天養腎補氣！按4穴道提高免疫力 不怕生病,https://heho.com.tw/archives/61413,https://heho.com.tw/wp-content/uploads/2019/12/冬天養腎補氣按4穴道提高免疫力不怕生病_01.png,"['冬天', '養腎', '補氣', '免疫力']",腎,養生
 冬季養生先養腎，術養四穴位,https://heho.com.tw/archives/3723,https://heho.com.tw/wp-content/uploads/2017/12/冬季養生先養腎，術養四穴位_-01.jpg,"['冬季', '養生', '養腎']",腎,養生
 按摩 4 穴道養好腎補元氣,https://heho.com.tw/archives/243580,https://heho.com.tw/wp-content/uploads/2022/09/1664522808.7496.png,['補元氣'],腎,養生
 養腎養好髮！按3大腎經穴位養出烏黑秀髮,https://heho.com.tw/archives/28690,https://heho.com.tw/wp-content/uploads/2018/11/1640833352.0944.png,"['養腎', '腎經']",腎,養生
